bust,waist,hips,shoulder,height,shape
39,38,38,19,172,Rectangle
37,35,34,17,152,Apple
34,30,41,18,153,Pear
36,33,46,15,163,Pear
39,29,40,19,161,Hourglass
39,38,39,17,161,Rectangle
37,35,36,17,165,Rectangle
39,39,37,19,158,Apple
35,33,41,15,178,Pear
37,31,37,18,156,Hourglass
38,33,29,24,176,InvertedTriangle
38,32,33,23,161,InvertedTriangle
35,30,46,17,154,Pear
44,40,39,21,153,InvertedTriangle
35,31,46,16,164,Pear
39,37,39,18,157,Rectangle
35,27,36,17,183,Hourglass
38,34,48,16,152,Pear
37,30,39,16,183,Hourglass
40,35,35,21,171,InvertedTriangle
43,42,41,20,168,Apple
46,42,39,24,177,InvertedTriangle
39,37,39,18,155,Rectangle
44,38,36,23,160,InvertedTriangle
41,31,39,19,164,Hourglass
43,38,37,22,157,InvertedTriangle
46,40,37,23,167,InvertedTriangle
34,33,33,16,168,Rectangle
44,40,34,22,150,InvertedTriangle
36,34,36,17,154,Rectangle
34,30,46,18,177,Pear
46,41,37,22,164,InvertedTriangle
39,29,41,18,158,Hourglass
43,41,40,20,155,Apple
39,37,39,16,165,Rectangle
40,39,40,16,172,Rectangle
42,38,32,20,168,InvertedTriangle
39,39,37,18,158,Apple
42,39,32,20,184,InvertedTriangle
37,30,39,16,177,Hourglass
39,36,39,17,181,Rectangle
41,39,38,18,155,Apple
40,35,35,20,171,InvertedTriangle
34,32,36,17,170,Rectangle
41,37,32,22,182,InvertedTriangle
39,38,40,18,179,Rectangle
39,34,34,23,177,InvertedTriangle
39,33,38,16,165,Hourglass
43,37,36,21,170,InvertedTriangle
32,27,38,15,156,Pear
42,38,34,24,175,InvertedTriangle
42,39,37,23,177,InvertedTriangle
37,36,35,19,154,Apple
40,35,31,21,169,InvertedTriangle
44,43,42,18,172,Apple
40,34,38,17,182,Hourglass
39,29,37,19,178,Hourglass
38,32,40,16,150,Hourglass
36,36,35,20,152,Apple
38,35,29,21,152,InvertedTriangle
40,32,40,17,162,Hourglass
45,42,38,22,177,InvertedTriangle
40,35,35,20,153,InvertedTriangle
41,39,39,20,160,Apple
44,38,34,23,164,InvertedTriangle
36,34,35,20,151,Apple
38,31,38,17,171,Hourglass
39,37,40,16,152,Rectangle
38,35,38,16,165,Rectangle
40,39,41,18,168,Rectangle
42,40,40,17,173,Apple
40,40,38,17,176,Apple
42,40,41,18,170,Apple
36,34,33,20,162,Apple
34,30,42,17,181,Pear
36,34,37,19,153,Rectangle
38,34,31,23,161,InvertedTriangle
38,36,44,18,151,Pear
36,33,48,16,181,Pear
42,37,36,20,174,InvertedTriangle
36,36,33,20,181,Apple
37,36,36,20,158,Apple
42,36,34,21,173,InvertedTriangle
37,33,49,18,184,Pear
43,38,34,20,179,InvertedTriangle
32,30,41,17,151,Pear
34,31,45,17,181,Pear
40,34,38,16,150,Hourglass
36,34,33,20,166,Apple
42,38,37,22,177,InvertedTriangle
44,42,42,20,154,Apple
35,30,45,18,166,Pear
42,35,44,19,169,Hourglass
39,37,40,16,163,Rectangle
39,37,38,19,163,Rectangle
39,33,32,21,160,InvertedTriangle
37,28,35,16,178,Hourglass
39,37,39,18,157,Rectangle
35,31,42,15,165,Pear
39,35,34,21,165,InvertedTriangle
40,32,38,18,154,Hourglass
42,35,44,18,159,Hourglass
44,42,41,17,161,Apple
42,35,42,18,153,Hourglass
34,30,45,18,162,Pear
32,28,43,17,161,Pear
46,41,36,20,169,InvertedTriangle
36,36,33,19,170,Apple
41,41,38,19,155,Apple
41,40,38,17,155,Apple
41,31,39,17,185,Hourglass
39,37,38,17,183,Rectangle
35,27,37,16,157,Hourglass
40,33,39,18,168,Hourglass
45,39,37,22,157,InvertedTriangle
43,43,41,19,165,Apple
39,32,41,16,173,Hourglass
39,38,38,17,153,Rectangle
36,36,34,17,184,Apple
32,27,39,18,159,Pear
40,36,31,24,172,InvertedTriangle
36,35,35,17,176,Apple
39,34,31,20,182,InvertedTriangle
36,33,38,17,157,Rectangle
38,35,33,24,165,InvertedTriangle
43,43,42,19,179,Apple
40,38,42,17,156,Rectangle
36,34,37,16,158,Rectangle
41,31,39,17,182,Hourglass
35,34,34,16,156,Rectangle
37,37,34,18,183,Apple
36,35,33,18,155,Apple
41,32,43,19,172,Hourglass
38,37,37,19,174,Rectangle
42,41,41,18,177,Apple
34,29,41,18,181,Pear
41,39,39,18,173,Apple
40,34,34,21,180,InvertedTriangle
37,33,44,16,181,Pear
36,26,35,19,183,Hourglass
33,30,41,16,178,Pear
39,36,38,18,151,Rectangle
39,36,39,17,176,Rectangle
38,32,28,20,151,InvertedTriangle
42,37,34,22,161,InvertedTriangle
40,37,31,24,165,InvertedTriangle
36,29,37,16,150,Hourglass
38,35,32,24,166,InvertedTriangle
41,35,42,16,161,Hourglass
37,34,46,17,171,Pear
42,40,41,17,165,Apple
34,32,42,17,151,Pear
38,38,35,20,183,Apple
41,40,40,20,182,Apple
34,31,36,17,160,Rectangle
39,34,33,24,180,InvertedTriangle
40,34,30,22,155,InvertedTriangle
37,32,48,16,160,Pear
38,36,37,17,157,Rectangle
36,34,34,18,165,Apple
33,31,41,15,177,Pear
41,35,35,23,152,InvertedTriangle
36,29,38,19,178,Hourglass
38,38,37,18,156,Apple
39,36,32,21,174,InvertedTriangle
42,38,35,22,164,InvertedTriangle
40,37,31,23,180,InvertedTriangle
37,35,36,16,169,Rectangle
38,36,37,19,161,Apple
46,43,36,24,171,InvertedTriangle
44,44,41,20,167,Apple
38,37,37,16,170,Rectangle
37,33,47,16,160,Pear
37,36,39,18,171,Rectangle
42,35,40,16,163,Hourglass
36,34,34,19,182,Apple
32,28,40,16,172,Pear
44,43,42,20,152,Apple
43,37,35,23,167,InvertedTriangle
37,34,37,17,171,Rectangle
35,32,47,16,176,Pear
40,36,33,20,164,InvertedTriangle
40,31,41,18,185,Hourglass
34,26,33,16,180,Hourglass
34,24,32,18,176,Hourglass
36,36,34,17,173,Apple
39,36,34,23,171,InvertedTriangle
42,36,35,24,172,InvertedTriangle
35,34,37,18,164,Rectangle
38,37,37,18,164,Apple
39,35,34,24,176,InvertedTriangle
38,35,45,17,170,Pear
39,35,31,21,176,InvertedTriangle
45,42,36,21,173,InvertedTriangle
32,30,41,17,175,Pear
36,36,33,20,150,Apple
36,33,37,18,172,Rectangle
36,29,34,19,152,Hourglass
41,38,35,21,167,InvertedTriangle
35,32,36,16,150,Rectangle
38,33,28,24,168,InvertedTriangle
36,34,46,15,160,Pear
41,40,39,19,172,Apple
46,41,36,21,157,InvertedTriangle
34,31,40,18,177,Pear
44,42,41,17,162,Apple
42,32,42,18,173,Hourglass
38,36,37,17,164,Apple
36,28,36,17,166,Hourglass
37,33,44,17,157,Pear
36,31,42,17,185,Pear
41,32,42,18,160,Hourglass
35,33,36,18,155,Rectangle
41,31,43,18,156,Hourglass
37,29,37,18,167,Hourglass
32,27,38,16,169,Pear
38,32,29,24,164,InvertedTriangle
35,32,34,19,162,Rectangle
41,34,39,17,174,Hourglass
37,34,46,15,174,Pear
38,35,37,19,170,Rectangle
36,35,38,19,175,Rectangle
38,32,30,20,157,InvertedTriangle
43,39,33,24,159,InvertedTriangle
40,38,38,19,158,Apple
44,38,36,24,167,InvertedTriangle
44,43,42,20,170,Apple
42,42,41,19,165,Apple
37,36,36,20,178,Apple
38,37,37,18,175,Apple
38,37,37,19,158,Rectangle
41,37,33,20,160,InvertedTriangle
38,35,32,22,154,InvertedTriangle
38,35,46,18,155,Pear
46,42,41,24,172,InvertedTriangle
42,39,37,23,165,InvertedTriangle
41,35,35,20,162,InvertedTriangle
39,37,39,16,170,Rectangle
40,38,39,18,179,Rectangle
42,38,35,24,164,InvertedTriangle
34,25,35,16,171,Hourglass
45,41,35,23,156,InvertedTriangle
38,37,39,16,183,Rectangle
40,38,39,17,166,Apple
41,35,39,16,175,Hourglass
41,35,35,21,177,InvertedTriangle
41,37,34,24,183,InvertedTriangle
36,34,37,16,152,Rectangle
34,24,32,16,154,Hourglass
32,28,44,17,166,Pear
40,30,41,18,162,Hourglass
34,32,34,19,163,Rectangle
40,38,41,18,156,Rectangle
41,36,34,21,166,InvertedTriangle
38,33,28,23,159,InvertedTriangle
40,38,41,18,168,Rectangle
38,35,46,16,160,Pear
42,36,42,16,180,Hourglass
34,32,35,16,153,Rectangle
40,39,42,17,179,Rectangle
45,41,37,20,174,InvertedTriangle
37,35,48,17,163,Pear
40,39,40,18,156,Rectangle
38,33,30,23,161,InvertedTriangle
36,33,44,17,158,Pear
32,29,40,16,154,Pear
39,34,33,24,182,InvertedTriangle
38,33,33,24,182,InvertedTriangle
34,32,33,19,173,Rectangle
46,41,38,20,155,InvertedTriangle
32,29,40,16,166,Pear
40,37,35,20,183,InvertedTriangle
34,29,45,16,164,Pear
34,31,43,17,157,Pear
42,42,40,19,170,Apple
44,38,38,21,182,InvertedTriangle
38,38,35,20,160,Apple
34,32,40,17,172,Pear
37,37,34,17,181,Apple
32,30,38,18,160,Pear
42,38,37,24,172,InvertedTriangle
46,41,40,22,182,InvertedTriangle
38,35,47,17,172,Pear
39,37,38,17,150,Rectangle
41,34,42,18,160,Hourglass
42,35,40,16,167,Hourglass
34,33,33,19,161,Rectangle
37,34,39,18,170,Rectangle
45,41,36,22,185,InvertedTriangle
45,42,36,24,160,InvertedTriangle
38,34,50,15,168,Pear
32,28,44,16,168,Pear
44,42,42,18,150,Apple
42,41,39,19,176,Apple
38,38,35,18,168,Apple
37,29,36,19,155,Hourglass
36,33,46,18,184,Pear
39,33,32,20,168,InvertedTriangle
45,40,39,21,169,InvertedTriangle
32,30,42,16,160,Pear
37,35,37,19,167,Rectangle
37,32,44,18,173,Pear
42,39,34,21,175,InvertedTriangle
34,28,32,16,168,Hourglass
34,32,33,16,180,Rectangle
34,27,34,17,158,Hourglass
43,39,38,23,184,InvertedTriangle
34,31,42,17,157,Pear
36,34,36,16,185,Rectangle
40,37,42,19,150,Rectangle
39,36,40,18,185,Rectangle
40,39,42,17,171,Rectangle
38,37,39,16,165,Rectangle
36,28,37,16,170,Hourglass
41,41,39,20,182,Apple
36,36,35,20,159,Apple
41,33,41,18,185,Hourglass
35,33,36,19,180,Rectangle
36,35,35,18,179,Rectangle
36,30,36,17,156,Hourglass
39,34,29,20,179,InvertedTriangle
42,42,39,18,179,Apple
37,37,35,20,166,Apple
43,37,36,21,164,InvertedTriangle
37,33,45,16,176,Pear
40,37,41,16,174,Rectangle
34,31,35,19,170,Rectangle
38,35,46,17,176,Pear
34,29,42,17,161,Pear
36,35,35,16,172,Rectangle
39,39,36,18,172,Apple
44,42,41,20,170,Apple
42,39,32,22,156,InvertedTriangle
39,33,30,21,178,InvertedTriangle
42,37,34,21,156,InvertedTriangle
38,34,45,18,157,Pear
40,38,39,19,165,Rectangle
43,38,37,20,168,InvertedTriangle
37,35,37,18,174,Rectangle
32,27,40,18,184,Pear
38,32,29,22,176,InvertedTriangle
35,32,46,16,184,Pear
40,38,37,19,172,Apple
41,35,31,23,179,InvertedTriangle
35,34,34,19,154,Rectangle
36,32,47,17,173,Pear
38,36,49,18,177,Pear
37,35,36,17,176,Rectangle
34,24,35,19,167,Hourglass
34,31,34,19,150,Rectangle
42,41,41,20,159,Apple
36,34,38,16,154,Rectangle
37,29,35,17,155,Hourglass
38,35,44,18,151,Pear
38,38,37,18,185,Apple
39,30,39,16,175,Hourglass
39,33,37,18,182,Hourglass
36,28,37,16,168,Hourglass
46,42,39,21,157,InvertedTriangle
40,38,39,19,181,Rectangle
42,42,41,20,164,Apple
38,31,40,19,160,Hourglass
40,37,34,20,181,InvertedTriangle
38,29,40,19,171,Hourglass
42,39,36,20,167,InvertedTriangle
37,36,36,20,158,Apple
33,30,42,18,162,Pear
44,44,43,20,161,Apple
40,39,42,18,165,Rectangle
41,37,36,23,176,InvertedTriangle
36,33,38,18,179,Rectangle
40,31,41,18,172,Hourglass
37,35,46,17,165,Pear
38,32,28,21,169,InvertedTriangle
40,30,39,17,155,Hourglass
36,35,37,16,163,Rectangle
34,24,34,18,185,Hourglass
35,25,37,19,165,Hourglass
43,43,40,20,161,Apple
33,29,45,18,152,Pear
40,37,41,16,164,Rectangle
41,40,40,20,155,Apple
37,35,35,20,181,Apple
35,26,35,19,155,Hourglass
39,30,39,16,171,Hourglass
41,35,41,18,173,Hourglass
39,36,39,17,180,Rectangle
39,37,37,17,177,Apple
40,40,39,17,156,Apple
46,40,40,20,173,InvertedTriangle
44,42,42,17,173,Apple
32,27,38,18,183,Pear
35,32,37,19,170,Rectangle
41,32,42,16,174,Hourglass
33,30,41,18,150,Pear
34,28,34,16,160,Hourglass
38,28,39,17,160,Hourglass
46,42,40,23,157,InvertedTriangle
39,39,37,17,162,Apple
38,35,39,19,152,Rectangle
44,39,37,22,182,InvertedTriangle
39,38,37,19,175,Apple
34,30,44,15,173,Pear
42,37,35,21,150,InvertedTriangle
34,31,34,16,157,Rectangle
39,36,41,16,151,Rectangle
35,31,46,16,185,Pear
38,29,39,18,157,Hourglass
34,32,44,15,178,Pear
38,30,37,18,157,Hourglass
35,29,37,17,150,Hourglass
45,39,39,22,157,InvertedTriangle
44,40,35,21,166,InvertedTriangle
42,32,43,18,153,Hourglass
38,37,35,18,167,Apple
37,34,47,16,171,Pear
41,31,42,19,161,Hourglass
34,33,35,18,166,Rectangle
40,38,40,17,160,Rectangle
46,43,36,20,158,InvertedTriangle
36,35,33,19,171,Apple
39,39,38,19,151,Apple
39,29,37,16,166,Hourglass
40,38,42,17,153,Rectangle
40,34,32,21,160,InvertedTriangle
35,25,36,16,156,Hourglass
39,38,38,17,170,Rectangle
37,34,39,16,170,Rectangle
41,40,38,18,172,Apple
38,32,29,21,181,InvertedTriangle
35,32,44,15,161,Pear
36,28,38,17,175,Hourglass
35,25,37,19,174,Hourglass
43,38,35,20,170,InvertedTriangle
35,30,47,17,158,Pear
43,41,40,20,180,Apple
33,30,39,17,152,Pear
36,33,37,19,159,Rectangle
36,34,45,16,166,Pear
43,42,42,17,154,Apple
39,38,40,18,159,Rectangle
37,34,38,16,180,Rectangle
42,42,40,19,179,Apple
38,36,50,16,171,Pear
37,28,35,17,166,Hourglass
36,33,43,16,174,Pear
34,33,33,17,181,Rectangle
40,39,40,17,158,Rectangle
35,32,37,19,174,Rectangle
38,37,37,18,158,Rectangle
39,35,30,20,176,InvertedTriangle
44,43,42,20,175,Apple
36,34,42,17,171,Pear
37,36,39,19,178,Rectangle
36,33,35,17,177,Rectangle
41,39,40,17,150,Apple
39,29,38,19,179,Hourglass
43,39,33,20,167,InvertedTriangle
34,26,35,16,156,Hourglass
41,31,40,17,160,Hourglass
46,40,36,24,167,InvertedTriangle
34,31,46,18,161,Pear
41,39,40,18,176,Apple
44,38,34,20,170,InvertedTriangle
33,30,44,15,176,Pear
34,30,41,17,172,Pear
38,34,31,21,150,InvertedTriangle
41,39,40,19,159,Apple
39,39,37,18,171,Apple
37,34,49,16,184,Pear
40,38,37,17,182,Apple
38,36,38,17,168,Rectangle
39,39,37,18,173,Apple
36,35,36,19,159,Rectangle
42,34,42,16,176,Hourglass
35,34,34,19,174,Rectangle
35,33,34,19,152,Rectangle
40,39,37,19,161,Apple
32,29,38,16,162,Pear
40,32,41,17,172,Hourglass
37,35,35,17,184,Apple
37,34,47,16,182,Pear
38,32,40,16,163,Hourglass
42,41,39,19,163,Apple
39,37,40,18,183,Rectangle
41,36,33,22,164,InvertedTriangle
38,34,32,24,167,InvertedTriangle
34,33,34,19,169,Rectangle
42,38,34,24,154,InvertedTriangle
34,28,34,16,163,Hourglass
39,38,38,20,155,Apple
40,34,33,24,182,InvertedTriangle
43,40,37,23,168,InvertedTriangle
44,42,41,19,168,Apple
44,43,42,19,156,Apple
46,42,37,23,177,InvertedTriangle
34,29,44,15,160,Pear
36,33,37,18,163,Rectangle
36,29,36,18,152,Hourglass
35,32,37,16,178,Rectangle
37,35,48,15,153,Pear
38,38,37,19,170,Apple
36,31,44,17,155,Pear
36,34,45,17,185,Pear
36,36,33,18,156,Apple
40,30,42,18,178,Hourglass
39,37,40,17,156,Rectangle
42,39,32,21,167,InvertedTriangle
39,34,33,22,153,InvertedTriangle
40,32,39,18,155,Hourglass
38,35,45,18,162,Pear
38,34,46,18,182,Pear
34,31,45,18,176,Pear
44,39,37,22,171,InvertedTriangle
43,37,36,22,180,InvertedTriangle
37,35,36,18,163,Rectangle
35,33,41,17,164,Pear
37,35,43,16,172,Pear
36,28,36,17,170,Hourglass
43,43,41,19,175,Apple
37,28,36,16,179,Hourglass
39,32,41,18,184,Hourglass
35,31,46,15,159,Pear
40,39,37,20,171,Apple
32,28,43,18,176,Pear
37,34,36,16,177,Rectangle
35,31,46,17,155,Pear
44,43,41,20,151,Apple
39,33,31,24,184,InvertedTriangle
33,31,42,16,172,Pear
37,35,47,16,168,Pear
41,38,33,20,171,InvertedTriangle
40,36,30,22,172,InvertedTriangle
44,43,43,17,166,Apple
37,34,37,19,164,Rectangle
33,29,43,18,174,Pear
40,35,31,20,167,InvertedTriangle
36,35,38,16,183,Rectangle
36,26,35,19,174,Hourglass
37,35,38,16,166,Rectangle
36,34,35,19,159,Rectangle
33,29,41,18,177,Pear
37,37,36,20,181,Apple
34,29,43,18,162,Pear
40,40,37,19,150,Apple
37,33,43,16,174,Pear
36,28,37,19,167,Hourglass
38,30,37,17,158,Hourglass
38,33,30,23,179,InvertedTriangle
40,31,42,19,168,Hourglass
37,37,36,19,184,Apple
41,33,40,16,154,Hourglass
37,36,34,18,157,Apple
40,34,35,21,174,InvertedTriangle
34,26,35,19,185,Hourglass
39,37,37,17,181,Apple
41,41,40,20,179,Apple
34,30,40,17,183,Pear
40,40,39,20,160,Apple
38,38,37,18,151,Apple
32,29,39,17,162,Pear
37,37,35,17,154,Apple
43,40,36,24,175,InvertedTriangle
38,34,44,17,181,Pear
34,33,33,17,165,Rectangle
43,43,40,19,152,Apple
39,36,38,16,183,Rectangle
41,39,40,20,181,Apple
38,35,37,19,175,Rectangle
44,42,41,18,167,Apple
35,33,45,16,181,Pear
36,34,37,16,158,Rectangle
40,39,41,18,159,Rectangle
40,30,42,17,152,Hourglass
34,27,33,18,164,Hourglass
40,40,39,17,165,Apple
40,40,39,18,179,Apple
39,33,33,23,172,InvertedTriangle
39,29,37,19,153,Hourglass
40,37,32,22,175,InvertedTriangle
37,36,36,18,164,Apple
36,31,48,15,174,Pear
